record_id,cohort_quarter,location_id,education_level,field_of_study,target_occupation_id,skills,is_synthetic
DEMO-0284,2026-Q2,chicago,Master's (in progress),Engineering,data_analyst,A/B Testing;Business Acumen;C++;Communication;Data Modeling;Data Visualization;Docker;Excel;Power BI;Problem Solving;Python;R;SQL;Statistics;Tableau;Terraform,yes
DEMO-0285,2025-Q3,boston,Master's (in progress),Computer Science,ml_engineer,CI/CD;Deep Learning;GCP;Git;Kubernetes;Linux;Machine Learning;NLP;Python;React;SQL;System Design,yes
DEMO-0286,2026-Q1,austin,Master's (completed),Mathematics / Statistics,data_engineer,AWS;CI/CD;Data Modeling;Docker;ETL / Data Pipelines;GCP;Kafka;NoSQL Databases;R;SQL;Spark;Stakeholder Management,yes
DEMO-0287,2026-Q1,chicago,Bachelor's (completed),Computer Science,data_analyst,Data Modeling;Data Visualization;Excel;MLOps;Power BI;R;SQL;Stakeholder Management,yes
DEMO-0288,2026-Q2,san_francisco,Master's (completed),Data Science / Analytics,software_engineer,AWS;Azure;Communication;Git;JavaScript;Kubernetes;Linux;Machine Learning;Problem Solving;Python;REST APIs;SQL;System Design,yes
DEMO-0289,2026-Q2,boston,Master's (in progress),Mathematics / Statistics,web_developer,Agile / Scrum;Communication;HTML/CSS;JavaScript;Linux;Problem Solving;REST APIs;React;Risk & Compliance;Testing / QA Automation,yes
DEMO-0290,2025-Q2,seattle,Master's (completed),Computer Science,data_analyst,A/B Testing;AWS;Business Acumen;Data Modeling;Data Visualization;Excel;HTML/CSS;Kubernetes;Problem Solving;Python;SQL;Stakeholder Management;Statistics;Tableau;Testing / QA Automation,yes
DEMO-0291,2026-Q1,atlanta,Master's (completed),Data Science / Analytics,qa_engineer,CI/CD;Git;MLOps;REST APIs;Testing / QA Automation,yes
DEMO-0292,2026-Q2,austin,Master's (in progress),Data Science / Analytics,cloud_engineer,AWS;Azure;C++;GCP;Linux;NLP;Networking;Python;System Design;Testing / QA Automation,yes
DEMO-0293,2025-Q3,chicago,Master's (completed),Data Science / Analytics,ml_engineer,Deep Learning;Docker;MLOps;NLP;SQL;Spark;Statistics;System Design;Tableau,yes
DEMO-0294,2026-Q2,chicago,Master's (in progress),Computer Science,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Excel;NoSQL Databases;Power BI;Problem Solving;Python;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0295,2025-Q3,seattle,Doctorate,Computer Science,software_engineer,AWS;C++;CI/CD;Communication;Docker;Git;Java;JavaScript;Linux;NLP;Problem Solving;REST APIs,yes
DEMO-0296,2026-Q1,chicago,Bachelor's (completed),Computer Science,software_engineer,Azure;C++;CI/CD;Docker;Git;Java;JavaScript;Problem Solving;Python;REST APIs;SQL,yes
DEMO-0297,2026-Q2,chicago,Bachelor's (in progress),Data Science / Analytics,statistician,A/B Testing;Communication;Excel;Machine Learning;Problem Solving;Python;Risk & Compliance;SQL,yes
DEMO-0298,2025-Q3,dallas,Master's (completed),Information Systems,software_engineer,AWS;C++;CI/CD;Cybersecurity;Data Modeling;Git;Java;JavaScript;Problem Solving;Python;REST APIs;SQL,yes
DEMO-0299,2025-Q4,chicago,Master's (completed),Computer Science,data_analyst,Business Acumen;CI/CD;Communication;Data Visualization;Excel;Kafka;Python;R;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0300,2025-Q2,chicago,Bachelor's (in progress),Business / Finance,software_engineer,AWS;C++;Communication;Git;Java;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0301,2026-Q1,washington_dc,Master's (in progress),Data Science / Analytics,software_engineer,AWS;Agile / Scrum;Communication;Docker;Java;Problem Solving;REST APIs,yes
DEMO-0302,2025-Q2,chicago,Bachelor's (in progress),Data Science / Analytics,financial_analyst,Communication;Financial Modeling;SQL;Stakeholder Management;Tableau,yes
DEMO-0303,2025-Q2,new_york,Bachelor's (in progress),Business / Finance,software_engineer,C++;Git;JavaScript;Problem Solving;Python;REST APIs;System Design,yes
DEMO-0304,2025-Q3,chicago,Bachelor's (in progress),Data Science / Analytics,project_manager,Agile / Scrum;Business Acumen;Communication;Financial Modeling;Kafka;Problem Solving;Project Management;React;Stakeholder Management;System Design,yes
DEMO-0305,2025-Q2,dallas,Bachelor's (in progress),Computer Science,data_engineer,AWS;CI/CD;Communication;ETL / Data Pipelines;Kafka;NLP;NoSQL Databases;Python;SQL;Spark,yes
DEMO-0306,2025-Q2,new_york,Bachelor's (in progress),Computer Science,software_engineer,AWS;Agile / Scrum;CI/CD;Communication;Docker;JavaScript;Linux;Testing / QA Automation,yes
DEMO-0307,2026-Q2,dallas,Master's (completed),Computer Science,web_developer,Agile / Scrum;Communication;Deep Learning;Git;HTML/CSS;JavaScript;NoSQL Databases;Problem Solving;REST APIs,yes
DEMO-0308,2025-Q1,atlanta,Master's (in progress),Data Science / Analytics,data_engineer,AWS;Airflow;Azure;Data Modeling;GCP;Kafka;REST APIs,yes
DEMO-0309,2025-Q4,washington_dc,Master's (completed),Engineering,systems_analyst,Agile / Scrum;Business Acumen;Communication;Data Modeling;Git;Linux;Problem Solving;Project Management;SQL;Stakeholder Management;System Design;Testing / QA Automation,yes
DEMO-0310,2026-Q1,chicago,Bachelor's (in progress),Business / Finance,qa_engineer,CI/CD;Communication;Docker;Excel;Java;Problem Solving;REST APIs;SQL,yes
DEMO-0311,2025-Q3,seattle,Bachelor's (in progress),Computer Science,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Data Visualization;Power BI;Problem Solving;Project Management;Python;Stakeholder Management;Statistics;Terraform,yes
DEMO-0312,2026-Q2,new_york,Master's (in progress),Engineering,qa_engineer,Communication;Data Modeling;Docker;Git;JavaScript;Problem Solving;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0313,2025-Q1,atlanta,Master's (completed),Mathematics / Statistics,data_engineer,Airflow;Azure;Communication;Data Modeling;ETL / Data Pipelines;Git;Machine Learning;NLP;NoSQL Databases;Python;SQL;Spark;Terraform,yes
DEMO-0314,2025-Q4,san_francisco,Master's (completed),Engineering,data_engineer,AWS;Airflow;Communication;Data Modeling;Docker;Git;Kafka;MLOps;Machine Learning;NoSQL Databases;Python;Spark;Tableau,yes
DEMO-0315,2025-Q3,chicago,Master's (in progress),Engineering,data_scientist,Agile / Scrum;Business Acumen;Data Visualization;Deep Learning;Machine Learning;R;SQL;Spark,yes
DEMO-0316,2025-Q2,san_francisco,Master's (completed),Computer Science,statistician,CI/CD;Communication;Data Visualization;Excel;NLP;Problem Solving;Project Management;Python;R;Statistics,yes
DEMO-0317,2025-Q4,dallas,Bachelor's (in progress),Data Science / Analytics,data_analyst,Business Acumen;Communication;Data Modeling;Data Visualization;Git;Power BI;Statistics;System Design;Tableau;Testing / QA Automation,yes
DEMO-0318,2026-Q1,new_york,Master's (in progress),Mathematics / Statistics,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Excel;Financial Modeling;Power BI;Problem Solving;Python;Risk & Compliance;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0319,2025-Q4,chicago,Bachelor's (completed),Computer Science,market_research_analyst,A/B Testing;CI/CD;Communication;Machine Learning;Power BI;R;SQL;Statistics;Tableau,yes
DEMO-0320,2025-Q4,chicago,Master's (in progress),Information Systems,data_analyst,A/B Testing;Agile / Scrum;Business Acumen;Communication;Data Visualization;Excel;Power BI;Problem Solving;R;SQL;Statistics,yes
DEMO-0321,2026-Q2,atlanta,Master's (in progress),Information Systems,devops_engineer,AWS;Agile / Scrum;CI/CD;Communication;Docker;Git;JavaScript;Kafka;Kubernetes;Problem Solving;Python;R;System Design;Terraform,yes
DEMO-0322,2026-Q2,boston,Bachelor's (completed),Engineering,data_engineer,AWS;Airflow;CI/CD;Data Modeling;Docker;ETL / Data Pipelines;GCP;Git;Java;Kafka;Linux;SQL;Spark,yes
DEMO-0323,2026-Q2,chicago,Master's (in progress),Computer Science,software_engineer,AWS;Agile / Scrum;CI/CD;Communication;Cybersecurity;Docker;Java;Linux;Problem Solving;Python;REST APIs;SQL;System Design;Testing / QA Automation,yes
DEMO-0324,2026-Q1,new_york,Master's (in progress),Data Science / Analytics,data_scientist,A/B Testing;Airflow;CI/CD;Communication;Data Visualization;Deep Learning;GCP;Java;Machine Learning;Python;R;SQL;Statistics,yes
DEMO-0325,2025-Q3,washington_dc,Doctorate,Information Systems,data_scientist,A/B Testing;Data Visualization;Deep Learning;Excel;Git;Problem Solving;R;Statistics,yes
DEMO-0326,2025-Q1,dallas,Bachelor's (completed),Data Science / Analytics,qa_engineer,Agile / Scrum;CI/CD;Communication;Data Modeling;Docker;Git;Problem Solving;R,yes
DEMO-0327,2025-Q2,chicago,Master's (completed),Information Systems,data_analyst,A/B Testing;AWS;Business Acumen;Communication;Data Modeling;Data Visualization;Excel;JavaScript;Python;SQL;Stakeholder Management;Tableau;Terraform,yes
DEMO-0328,2025-Q1,austin,Master's (completed),Other,data_analyst,Business Acumen;Communication;Data Visualization;Excel;Kafka;Linux;R;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0329,2025-Q2,chicago,Master's (completed),Data Science / Analytics,data_scientist,A/B Testing;AWS;Communication;Docker;Python;SQL;Spark;Statistics;Testing / QA Automation,yes
DEMO-0330,2026-Q2,chicago,Master's (in progress),Engineering,ml_engineer,AWS;Deep Learning;Git;Kubernetes;MLOps;Machine Learning;NoSQL Databases;Python;REST APIs;SQL;Spark;Statistics;System Design;Tableau,yes
DEMO-0331,2026-Q1,chicago,Master's (completed),Business / Finance,web_developer,A/B Testing;Communication;Deep Learning;Git;HTML/CSS;MLOps;Problem Solving;REST APIs;React;Testing / QA Automation,yes
DEMO-0332,2026-Q2,boston,Master's (completed),Engineering,data_scientist,A/B Testing;AWS;Airflow;Communication;Data Visualization;Deep Learning;Excel;JavaScript;Problem Solving;Python;R;SQL,yes
DEMO-0333,2026-Q1,chicago,Master's (completed),Data Science / Analytics,devops_engineer,Azure;CI/CD;Cybersecurity;Docker;Git;Kafka;Kubernetes;Linux;Networking;Problem Solving;REST APIs;Terraform,yes
DEMO-0334,2026-Q1,seattle,Bachelor's (completed),Data Science / Analytics,software_engineer,Agile / Scrum;CI/CD;Communication;JavaScript;Linux;Python;REST APIs;React;System Design;Testing / QA Automation,yes
DEMO-0335,2026-Q1,new_york,Master's (completed),Business / Finance,software_engineer,AWS;Agile / Scrum;Airflow;CI/CD;Docker;Excel;Git;Java;JavaScript;Linux;Python;Testing / QA Automation,yes
DEMO-0336,2025-Q4,seattle,Master's (in progress),Data Science / Analytics,data_analyst,A/B Testing;Agile / Scrum;Business Acumen;Communication;Data Modeling;ETL / Data Pipelines;Problem Solving;Python;SQL,yes
DEMO-0337,2025-Q2,chicago,Master's (completed),Engineering,software_engineer,Agile / Scrum;C++;CI/CD;Deep Learning;Docker;Git;JavaScript;Python;REST APIs;Testing / QA Automation,yes
DEMO-0338,2025-Q3,atlanta,Bachelor's (in progress),Computer Science,ml_engineer,Azure;CI/CD;Cybersecurity;Docker;Git;Machine Learning;Python;SQL;System Design;Testing / QA Automation,yes
DEMO-0339,2025-Q4,new_york,Master's (in progress),Information Systems,data_engineer,AWS;Azure;Data Modeling;Docker;ETL / Data Pipelines;Git;Kafka;Linux;Python;SQL;Spark;System Design,yes
DEMO-0340,2025-Q4,dallas,Bachelor's (in progress),Computer Science,software_engineer,AWS;Agile / Scrum;CI/CD;Communication;Data Modeling;Docker;Financial Modeling;Git;Java;Kubernetes;Problem Solving;REST APIs;React;System Design;Testing / QA Automation,yes
DEMO-0341,2025-Q4,atlanta,Bachelor's (in progress),Computer Science,data_scientist,A/B Testing;AWS;Data Visualization;Deep Learning;GCP;Machine Learning;NLP;Problem Solving;Python;R;SQL;Spark;Statistics,yes
DEMO-0342,2025-Q1,chicago,Master's (in progress),Other,data_analyst,Data Modeling;Data Visualization;Excel;MLOps;R;Risk & Compliance;SQL;Statistics;Tableau,yes
DEMO-0343,2026-Q2,chicago,Master's (in progress),Computer Science,database_admin,AWS;Communication;Docker;Linux;Networking;Problem Solving;REST APIs;Risk & Compliance;SQL,yes
DEMO-0344,2026-Q2,atlanta,Master's (in progress),Data Science / Analytics,data_analyst,Business Acumen;Communication;Data Visualization;Problem Solving;Python;R;React;SQL;Stakeholder Management;Tableau,yes
DEMO-0345,2025-Q3,chicago,Master's (completed),Data Science / Analytics,financial_analyst,Business Acumen;Communication;Data Visualization;Excel;Financial Modeling;Power BI;Python,yes
DEMO-0346,2025-Q2,austin,Master's (in progress),Computer Science,data_scientist,AWS;Communication;Data Visualization;Deep Learning;Git;HTML/CSS;Machine Learning;NLP;Python;R;SQL;Statistics,yes
DEMO-0347,2025-Q4,seattle,Master's (completed),Data Science / Analytics,data_scientist,A/B Testing;AWS;Deep Learning;Git;Machine Learning;Problem Solving;Python;R;SQL;Statistics,yes
DEMO-0348,2026-Q2,atlanta,Bachelor's (in progress),Business / Finance,qa_engineer,Agile / Scrum;CI/CD;Communication;Excel;Git;Problem Solving;REST APIs;Testing / QA Automation,yes
DEMO-0349,2025-Q4,chicago,Bachelor's (in progress),Computer Science,data_engineer,AWS;Airflow;CI/CD;Communication;Data Modeling;Deep Learning;Git;JavaScript;Linux;MLOps;SQL;Terraform,yes
DEMO-0350,2026-Q2,san_francisco,Bachelor's (in progress),Data Science / Analytics,data_scientist,A/B Testing;Azure;Communication;Data Modeling;Data Visualization;Deep Learning;Git;Machine Learning;NLP;Python;SQL;Spark;Statistics;System Design,yes
DEMO-0351,2025-Q2,chicago,Bachelor's (in progress),Computer Science,data_analyst,A/B Testing;Business Acumen;Excel;Kubernetes;Problem Solving;SQL;Stakeholder Management,yes
DEMO-0352,2025-Q1,washington_dc,Bachelor's (in progress),Computer Science,qa_engineer,CI/CD;MLOps;Problem Solving;Python;R;REST APIs,yes
DEMO-0353,2025-Q3,dallas,Doctorate,Engineering,data_analyst,A/B Testing;Business Acumen;C++;Communication;Data Modeling;Data Visualization;Excel;Financial Modeling;Problem Solving;Python;SQL;Statistics,yes
DEMO-0354,2026-Q1,san_francisco,Bachelor's (in progress),Computer Science,market_research_analyst,A/B Testing;Communication;Excel;Problem Solving;Project Management;R;Risk & Compliance;SQL,yes
DEMO-0355,2026-Q1,seattle,Master's (completed),Data Science / Analytics,data_analyst,Communication;Data Visualization;Excel;GCP;Java;Power BI;Problem Solving;Python;SQL;Statistics;Tableau,yes
DEMO-0356,2026-Q2,chicago,Doctorate,Mathematics / Statistics,data_engineer,Azure;Communication;Data Modeling;Deep Learning;Kafka;Linux;Python;SQL;Spark;Terraform,yes
DEMO-0357,2025-Q2,chicago,Master's (in progress),Data Science / Analytics,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Data Visualization;Kubernetes;Linux;MLOps;Power BI;Python;SQL;Statistics;Tableau,yes
DEMO-0358,2026-Q1,chicago,Master's (in progress),Computer Science,cloud_engineer,Azure;CI/CD;Cybersecurity;GCP;Git;Linux;Power BI;REST APIs;SQL;System Design,yes
DEMO-0359,2026-Q2,washington_dc,Master's (completed),Engineering,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Data Visualization;Deep Learning;Excel;NLP;Python;Statistics;Tableau,yes
DEMO-0360,2025-Q3,boston,Master's (in progress),Mathematics / Statistics,data_engineer,A/B Testing;Airflow;Azure;CI/CD;Data Modeling;ETL / Data Pipelines;Java;Kafka;Linux;NoSQL Databases;Python;SQL;Spark;Terraform,yes
DEMO-0361,2025-Q3,washington_dc,Master's (in progress),Data Science / Analytics,ml_engineer,AWS;CI/CD;Cybersecurity;Deep Learning;Docker;GCP;Git;MLOps;Machine Learning;REST APIs;Spark;System Design,yes
DEMO-0362,2026-Q2,chicago,Bachelor's (completed),Engineering,qa_engineer,CI/CD;Communication;Data Visualization;Deep Learning;Docker;Problem Solving;Python;REST APIs;React;SQL;Testing / QA Automation,yes
DEMO-0363,2025-Q3,chicago,Master's (in progress),Computer Science,security_analyst,A/B Testing;AWS;Azure;Communication;Cybersecurity;Linux;Networking;Python;Risk & Compliance,yes
DEMO-0364,2025-Q4,austin,Master's (completed),Engineering,project_manager,AWS;Agile / Scrum;Communication;Java;JavaScript;Project Management;Risk & Compliance;Stakeholder Management;Tableau,yes
DEMO-0365,2025-Q3,chicago,Master's (in progress),Mathematics / Statistics,data_analyst,A/B Testing;Communication;Data Modeling;Data Visualization;Deep Learning;Excel;Machine Learning;Project Management;Python;SQL;System Design,yes
DEMO-0366,2025-Q3,boston,Master's (in progress),Computer Science,data_engineer,Azure;CI/CD;Data Modeling;Git;Kafka;Python;React;Spark,yes
DEMO-0367,2025-Q4,atlanta,Bachelor's (completed),Data Science / Analytics,data_analyst,Business Acumen;Communication;Data Modeling;Power BI;Problem Solving;Python;R,yes
DEMO-0368,2025-Q3,seattle,Master's (in progress),Business / Finance,cloud_engineer,AWS;GCP;Git;Kubernetes;Linux;Python;Statistics;Testing / QA Automation,yes
DEMO-0369,2026-Q2,washington_dc,Bachelor's (in progress),Engineering,data_scientist,Communication;Git;Java;Kubernetes;Machine Learning;NLP;Problem Solving;Python;Statistics;Tableau,yes
DEMO-0370,2025-Q4,washington_dc,Master's (in progress),Data Science / Analytics,data_analyst,Business Acumen;Data Modeling;Data Visualization;GCP;Python;R;SQL;Statistics;Tableau,yes
DEMO-0371,2026-Q2,chicago,Master's (in progress),Data Science / Analytics,software_engineer,AWS;Docker;Git;Linux;Problem Solving;Python;REST APIs;SQL;System Design,yes
DEMO-0372,2025-Q3,san_francisco,Bachelor's (in progress),Engineering,software_engineer,AWS;CI/CD;Communication;Cybersecurity;Deep Learning;Docker;Git;Java;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0373,2025-Q4,chicago,Master's (in progress),Computer Science,data_engineer,Airflow;Azure;Docker;Java;MLOps;Problem Solving;Python;Spark,yes
DEMO-0374,2026-Q1,chicago,Master's (in progress),Information Systems,devops_engineer,Azure;C++;Docker;GCP;Kafka;Kubernetes;Linux;Networking;Problem Solving;Python;Risk & Compliance;Terraform,yes
DEMO-0375,2025-Q4,austin,Master's (in progress),Computer Science,ml_engineer,CI/CD;Data Visualization;Docker;Git;Linux;Machine Learning;Python,yes
DEMO-0376,2025-Q4,atlanta,Bachelor's (completed),Data Science / Analytics,data_scientist,AWS;Communication;Data Visualization;Machine Learning;Problem Solving;Python;R;SQL;Spark;Statistics,yes
DEMO-0377,2025-Q2,seattle,Bachelor's (in progress),Data Science / Analytics,software_engineer,AWS;Azure;C++;Communication;Docker;Financial Modeling;Git;JavaScript;Linux;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0378,2026-Q2,chicago,Bachelor's (in progress),Information Systems,data_engineer,Azure;Communication;Data Modeling;ETL / Data Pipelines;GCP;Git;Kafka;NoSQL Databases;Python;Spark;Terraform,yes
DEMO-0379,2025-Q1,chicago,Bachelor's (in progress),Data Science / Analytics,data_engineer,Airflow;Azure;Communication;Data Modeling;Docker;ETL / Data Pipelines;GCP;Git;Kafka;Python;REST APIs;SQL,yes
DEMO-0380,2026-Q1,seattle,Master's (in progress),Computer Science,data_analyst,Communication;Data Modeling;Excel;Power BI;Python;Stakeholder Management;Tableau;Testing / QA Automation,yes
DEMO-0381,2026-Q2,san_francisco,Master's (completed),Computer Science,qa_engineer,Azure;Communication;Docker;Java;Python;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0382,2025-Q1,new_york,Master's (in progress),Data Science / Analytics,cloud_engineer,A/B Testing;AWS;CI/CD;Docker;Git;Networking;Terraform;Testing / QA Automation,yes
DEMO-0383,2026-Q2,atlanta,Bachelor's (completed),Data Science / Analytics,data_engineer,Airflow;CI/CD;Communication;Data Modeling;Git;Java;JavaScript;Kafka;Linux;NoSQL Databases;Spark,yes
DEMO-0384,2026-Q1,chicago,Bachelor's (completed),Computer Science,data_analyst,A/B Testing;Data Visualization;Excel;NoSQL Databases;Power BI;SQL;Spark;Stakeholder Management;Statistics;Tableau,yes
DEMO-0385,2026-Q2,chicago,Master's (in progress),Business / Finance,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Excel;GCP;Power BI;Python;R;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0386,2025-Q2,chicago,Master's (in progress),Business / Finance,data_scientist,A/B Testing;AWS;Communication;Data Visualization;Deep Learning;Problem Solving;Python;REST APIs;SQL;Spark;Statistics;Tableau;Testing / QA Automation,yes
DEMO-0387,2025-Q3,new_york,Bachelor's (completed),Computer Science,cloud_engineer,CI/CD;Docker;Kubernetes;Linux;NLP;Python;System Design,yes
DEMO-0388,2025-Q4,chicago,Bachelor's (completed),Computer Science,ml_engineer,CI/CD;Communication;Deep Learning;Docker;GCP;Kubernetes;MLOps;Machine Learning;NLP;SQL,yes
DEMO-0389,2025-Q2,chicago,Bachelor's (in progress),Engineering,data_analyst,A/B Testing;Airflow;Business Acumen;Communication;Data Visualization;Excel;Java;Power BI;Problem Solving;Python;SQL;Stakeholder Management,yes
DEMO-0390,2025-Q2,chicago,Bachelor's (in progress),Information Systems,software_engineer,AWS;CI/CD;Communication;Docker;Java;JavaScript;Linux;Problem Solving;REST APIs;Risk & Compliance;System Design;Testing / QA Automation,yes
DEMO-0391,2025-Q4,atlanta,Master's (in progress),Engineering,data_analyst,Business Acumen;Communication;Data Modeling;Financial Modeling;Kafka;Problem Solving;R;REST APIs;Statistics;Tableau;Testing / QA Automation,yes
DEMO-0392,2026-Q2,new_york,Master's (in progress),Information Systems,data_analyst,Business Acumen;Communication;Data Modeling;Data Visualization;Power BI;Python;R;SQL;Statistics,yes
DEMO-0393,2025-Q3,chicago,Master's (completed),Information Systems,ml_engineer,Communication;Deep Learning;Docker;GCP;Git;MLOps;Machine Learning;NLP;Python;REST APIs;Spark;Statistics;System Design,yes
DEMO-0394,2025-Q2,austin,Master's (completed),Computer Science,web_developer,AWS;Communication;Git;HTML/CSS;JavaScript;Problem Solving;React;Stakeholder Management,yes
DEMO-0395,2026-Q2,boston,Master's (in progress),Computer Science,data_analyst,Data Modeling;Docker;Excel;Python;Risk & Compliance;Stakeholder Management;Tableau,yes
DEMO-0396,2025-Q2,chicago,Master's (in progress),Data Science / Analytics,cloud_engineer,AWS;Azure;CI/CD;Cybersecurity;Deep Learning;Git;Kubernetes;Linux;Networking;SQL;System Design;Tableau,yes
DEMO-0397,2026-Q1,dallas,Master's (completed),Business / Finance,software_engineer,AWS;C++;CI/CD;Git;JavaScript;Problem Solving;Python;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0398,2025-Q1,chicago,Master's (in progress),Data Science / Analytics,data_analyst,A/B Testing;AWS;Business Acumen;Communication;Cybersecurity;ETL / Data Pipelines;Power BI;Problem Solving;Python;R;Statistics;Tableau,yes
DEMO-0399,2025-Q3,chicago,Master's (in progress),Data Science / Analytics,systems_analyst,Agile / Scrum;Business Acumen;Data Modeling;Excel;REST APIs;SQL;Stakeholder Management;System Design,yes
DEMO-0400,2025-Q2,san_francisco,Master's (completed),Data Science / Analytics,software_engineer,C++;Communication;Linux;Networking;Python;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0401,2025-Q1,dallas,Master's (in progress),Information Systems,ml_engineer,AWS;Business Acumen;Deep Learning;Docker;ETL / Data Pipelines;Git;Kubernetes;Linux;Machine Learning;R;REST APIs;Spark;System Design,yes
DEMO-0402,2026-Q1,washington_dc,Master's (completed),Computer Science,cloud_engineer,AWS;Cybersecurity;Docker;GCP;Linux;Networking;NoSQL Databases;Python;REST APIs;Terraform,yes
DEMO-0403,2026-Q2,chicago,Master's (in progress),Business / Finance,data_analyst,Communication;Data Modeling;Data Visualization;Excel;Power BI;Problem Solving;R;SQL;Statistics,yes
DEMO-0404,2025-Q2,austin,Master's (in progress),Business / Finance,data_analyst,Business Acumen;Communication;MLOps;Problem Solving;Stakeholder Management;Statistics;Tableau,yes
DEMO-0405,2025-Q4,austin,Master's (completed),Data Science / Analytics,web_developer,AWS;Agile / Scrum;Communication;Git;JavaScript;REST APIs;React;SQL,yes
DEMO-0406,2025-Q3,chicago,Doctorate,Information Systems,data_engineer,Airflow;Data Modeling;Docker;Excel;Kafka;Linux;NoSQL Databases;Python;Spark;Terraform,yes
DEMO-0407,2025-Q4,boston,Bachelor's (in progress),Information Systems,devops_engineer,AWS;CI/CD;Communication;Docker;Git;Linux;Problem Solving;Project Management;Terraform,yes
DEMO-0408,2025-Q3,chicago,Master's (in progress),Mathematics / Statistics,ml_engineer,AWS;Communication;Deep Learning;JavaScript;MLOps;Machine Learning;Networking;System Design,yes
DEMO-0409,2025-Q1,dallas,Bachelor's (completed),Computer Science,data_engineer,AWS;Azure;Data Modeling;GCP;Java;NoSQL Databases;Python;Spark,yes
DEMO-0410,2026-Q1,chicago,Master's (in progress),Business / Finance,software_engineer,Agile / Scrum;Business Acumen;C++;CI/CD;Kubernetes;Linux;Python;SQL;Tableau;Testing / QA Automation,yes
DEMO-0411,2026-Q2,chicago,Master's (in progress),Mathematics / Statistics,data_analyst,A/B Testing;Business Acumen;C++;Communication;Data Modeling;Excel;NoSQL Databases;Power BI;Python;R;Statistics;Tableau,yes
DEMO-0412,2026-Q2,chicago,Bachelor's (completed),Computer Science,devops_engineer,AWS;Airflow;Azure;CI/CD;Communication;Docker;Git;Kafka;Kubernetes;NLP;Networking;Power BI;Problem Solving;Python,yes
DEMO-0413,2026-Q1,new_york,Master's (in progress),Business / Finance,software_engineer,C++;CI/CD;Communication;Docker;Git;Java;JavaScript;Kafka;Linux;Machine Learning;Problem Solving;Python;REST APIs;Testing / QA Automation,yes
DEMO-0414,2026-Q2,chicago,Doctorate,Data Science / Analytics,software_engineer,Agile / Scrum;C++;Java;Problem Solving;Python;System Design;Testing / QA Automation,yes
DEMO-0415,2025-Q4,austin,Bachelor's (in progress),Business / Finance,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Kubernetes;Power BI;Problem Solving;R;SQL;Stakeholder Management;Tableau,yes
DEMO-0416,2025-Q4,chicago,Master's (completed),Engineering,database_admin,Communication;Linux;NLP;Networking;NoSQL Databases;Problem Solving;R;Risk & Compliance;SQL,yes
DEMO-0417,2025-Q4,chicago,Master's (in progress),Computer Science,data_scientist,A/B Testing;Deep Learning;NLP;Python;R;System Design,yes
DEMO-0418,2025-Q4,chicago,Bachelor's (in progress),Business / Finance,software_engineer,A/B Testing;AWS;Agile / Scrum;CI/CD;Docker;Excel;Git;Java;Machine Learning;Problem Solving;SQL;System Design;Tableau,yes
DEMO-0419,2026-Q2,chicago,Master's (in progress),Computer Science,software_engineer,C++;Communication;Data Modeling;Docker;Git;Java;JavaScript;Linux;NLP;Problem Solving;Python;REST APIs;SQL;System Design;Testing / QA Automation,yes
DEMO-0420,2025-Q2,seattle,Bachelor's (completed),Computer Science,ml_engineer,AWS;CI/CD;Data Visualization;Docker;Excel;Git;Kafka;Kubernetes;Linux;Python;SQL;Stakeholder Management,yes
DEMO-0421,2026-Q2,new_york,Bachelor's (completed),Business / Finance,cloud_engineer,Azure;Business Acumen;Data Visualization;Docker;Git;Kubernetes;Linux;Networking;Python;System Design;Terraform,yes
DEMO-0422,2025-Q3,dallas,Bachelor's (in progress),Engineering,software_engineer,Agile / Scrum;CI/CD;Docker;Git;Power BI;Problem Solving;Python;REST APIs;SQL;Spark;System Design,yes
DEMO-0423,2026-Q2,chicago,Master's (in progress),Data Science / Analytics,data_analyst,Business Acumen;Communication;Data Visualization;Excel;Power BI;Python;REST APIs;SQL;Stakeholder Management;Statistics;Tableau;Testing / QA Automation,yes
DEMO-0424,2025-Q4,chicago,Bachelor's (completed),Data Science / Analytics,software_engineer,C++;Docker;Git;JavaScript;Linux;Problem Solving;REST APIs;SQL;System Design,yes
